Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Suitable Season
27.06,61.03,44.75,Sandy,Pulses,4,18,17,Urea,"Rabi, Kharif"
30.57,48.3,44.43,Sandy,Pulses,41,0,0,14-35-14,"Rabi, Kharif"
30.34,54.73,62.24,Black,Cotton,10,2,10,28-28,Kharif
25.5,56.26,56.35,Sandy,Barley,15,0,31,28-28,"Rabi, Kharif, Zaid, Summer"
37.5,70.28,65.23,Black,Wheat,30,4,0,Urea,Rabi
25.64,52.31,36.33,Loamy,Maize,37,0,0,Urea,"Kharif, Rabi, Summer"
29.8,49.21,70.0,Loamy,Wheat,36,1,0,17-17-17,Rabi
33.15,56.8,52.58,Black,Maize,6,1,13,DAP,"Kharif, Rabi, Summer"
20.27,48.38,26.05,Black,Cotton,25,0,18,Urea,Kharif
24.18,49.22,58.28,Sandy,Barley,12,8,28,Urea,"Rabi, Kharif, Zaid, Summer"
32.81,49.4,37.62,Loamy,Barley,12,3,32,DAP,"Rabi, Kharif, Zaid, Summer"
30.99,68.56,42.89,Black,Barley,19,2,20,20-20,"Rabi, Kharif, Zaid, Summer"
28.69,65.85,51.02,Sandy,Barley,11,6,19,20-20,"Rabi, Kharif, Zaid, Summer"
21.55,59.81,42.69,Clayey,Wheat,9,12,15,17-17-17,Rabi
39.1,61.36,46.18,Sandy,Cotton,9,0,44,DAP,Kharif
33.41,65.63,33.09,Loamy,Pulses,8,0,30,20-20,"Rabi, Kharif"
38.27,63.64,34.87,Black,Barley,37,3,0,Urea,"Rabi, Kharif, Zaid, Summer"
24.67,58.06,36.05,Black,Pulses,35,2,0,17-17-17,"Rabi, Kharif"
23.88,50.11,28.85,Clayey,Wheat,16,10,7,17-17-17,Rabi
25.87,52.61,51.85,Loamy,Maize,17,4,16,10-26-26,"Kharif, Rabi, Summer"
30.82,64.35,50.99,Clayey,Barley,4,7,33,17-17-17,"Rabi, Kharif, Zaid, Summer"
27.44,57.21,44.21,Clayey,Cotton,18,0,14,14-35-14,Kharif
27.76,53.93,55.61,Black,Cotton,20,0,20,DAP,Kharif
31.99,70.0,65.07,Black,Wheat,39,0,0,10-26-26,Rabi
36.79,65.0,25.87,Clayey,Wheat,41,0,1,28-28,Rabi
30.99,49.27,20.0,Black,Barley,13,11,27,14-35-14,"Rabi, Kharif, Zaid, Summer"
30.04,71.83,37.85,Loamy,Cotton,26,0,27,17-17-17,Kharif
24.38,43.06,57.85,Red,Cotton,26,4,17,Urea,Kharif
29.03,55.07,21.85,Black,Wheat,11,0,37,10-26-26,Rabi
25.8,52.64,23.15,Clayey,Cotton,10,2,41,14-35-14,Kharif
29.02,56.54,25.46,Red,Pulses,15,18,20,10-26-26,"Rabi, Kharif"
31.02,57.58,20.0,Black,Barley,10,3,27,Urea,"Rabi, Kharif, Zaid, Summer"
30.13,67.09,45.6,Sandy,Pulses,6,0,13,28-28,"Rabi, Kharif"
34.14,78.24,27.47,Clayey,Pulses,10,0,41,10-26-26,"Rabi, Kharif"
23.14,53.52,59.52,Red,Barley,38,0,1,DAP,"Rabi, Kharif, Zaid, Summer"
31.84,68.04,40.76,Loamy,Cotton,8,15,17,Urea,Kharif
31.49,60.18,54.84,Black,Cotton,9,0,36,DAP,Kharif
25.78,46.81,28.23,Red,Cotton,8,5,25,17-17-17,Kharif
35.04,68.15,32.62,Black,Barley,3,4,32,17-17-17,"Rabi, Kharif, Zaid, Summer"
26.46,54.2,60.37,Loamy,Maize,11,0,11,DAP,"Kharif, Rabi, Summer"
29.53,57.3,28.3,Red,Maize,4,14,31,Urea,"Kharif, Rabi, Summer"
21.23,56.98,70.0,Red,Cotton,31,0,3,14-35-14,Kharif
22.9,52.41,37.35,Red,Maize,8,4,16,Urea,"Kharif, Rabi, Summer"
32.37,71.46,24.3,Clayey,Barley,12,10,28,20-20,"Rabi, Kharif, Zaid, Summer"
25.27,46.34,30.37,Clayey,Wheat,42,0,0,Urea,Rabi
29.25,55.35,49.89,Black,Barley,38,2,0,28-28,"Rabi, Kharif, Zaid, Summer"
29.28,54.61,62.26,Red,Barley,14,0,13,20-20,"Rabi, Kharif, Zaid, Summer"
40.0,67.48,41.87,Sandy,Pulses,10,4,15,14-35-14,"Rabi, Kharif"
23.83,60.51,31.59,Black,Cotton,8,19,22,20-20,Kharif
22.79,55.32,40.35,Black,Maize,24,0,22,10-26-26,"Kharif, Rabi, Summer"
26.91,47.11,41.41,Loamy,Cotton,9,8,8,14-35-14,Kharif
23.99,57.62,43.9,Black,Pulses,2,19,21,20-20,"Rabi, Kharif"
31.38,58.81,20.99,Clayey,Maize,3,4,33,14-35-14,"Kharif, Rabi, Summer"
24.87,53.77,41.62,Sandy,Barley,45,0,0,10-26-26,"Rabi, Kharif, Zaid, Summer"
27.57,52.6,61.71,Black,Pulses,7,8,31,28-28,"Rabi, Kharif"
34.1,65.21,40.7,Red,Pulses,18,3,27,Urea,"Rabi, Kharif"
35.45,66.58,36.72,Red,Barley,42,0,2,20-20,"Rabi, Kharif, Zaid, Summer"
31.24,51.41,41.09,Black,Cotton,26,0,14,17-17-17,Kharif
27.03,62.23,28.65,Clayey,Maize,44,3,0,28-28,"Kharif, Rabi, Summer"
28.1,69.82,63.0,Sandy,Maize,6,7,28,10-26-26,"Kharif, Rabi, Summer"
30.92,64.22,55.34,Clayey,Maize,22,0,21,20-20,"Kharif, Rabi, Summer"
36.1,66.96,25.72,Sandy,Barley,13,3,35,28-28,"Rabi, Kharif, Zaid, Summer"
21.7,40.45,64.17,Sandy,Maize,35,0,0,Urea,"Kharif, Rabi, Summer"
29.44,57.46,38.52,Red,Barley,40,0,0,Urea,"Rabi, Kharif, Zaid, Summer"
25.41,49.09,44.03,Sandy,Barley,18,1,16,14-35-14,"Rabi, Kharif, Zaid, Summer"
31.38,68.77,66.23,Loamy,Wheat,8,7,29,DAP,Rabi
37.19,61.38,49.57,Clayey,Maize,7,12,28,17-17-17,"Kharif, Rabi, Summer"
32.37,54.35,50.09,Red,Maize,33,0,0,10-26-26,"Kharif, Rabi, Summer"
28.71,45.53,37.59,Clayey,Barley,26,0,22,20-20,"Rabi, Kharif, Zaid, Summer"
33.04,52.52,30.56,Loamy,Pulses,9,0,12,DAP,"Rabi, Kharif"
32.48,52.45,43.5,Loamy,Barley,16,1,45,20-20,"Rabi, Kharif, Zaid, Summer"
38.58,57.38,60.1,Loamy,Barley,8,10,9,14-35-14,"Rabi, Kharif, Zaid, Summer"
27.4,53.38,24.91,Sandy,Barley,10,3,12,20-20,"Rabi, Kharif, Zaid, Summer"
21.17,57.9,50.89,Black,Cotton,19,0,23,17-17-17,Kharif
25.36,62.86,41.08,Clayey,Wheat,37,0,0,10-26-26,Rabi
28.21,50.33,47.6,Black,Cotton,22,3,26,DAP,Kharif
32.28,51.88,30.19,Loamy,Barley,16,3,41,Urea,"Rabi, Kharif, Zaid, Summer"
28.38,63.35,70.0,Sandy,Maize,13,14,17,Urea,"Kharif, Rabi, Summer"
37.76,62.35,32.1,Loamy,Cotton,36,2,2,Urea,Kharif
34.96,60.68,50.5,Black,Pulses,7,0,9,14-35-14,"Rabi, Kharif"
27.58,45.82,20.23,Black,Cotton,13,0,9,20-20,Kharif
27.16,55.97,40.95,Clayey,Maize,22,0,16,17-17-17,"Kharif, Rabi, Summer"
32.5,63.91,50.78,Loamy,Barley,7,0,46,20-20,"Rabi, Kharif, Zaid, Summer"
23.99,45.86,44.6,Red,Cotton,13,9,30,17-17-17,Kharif
27.13,59.68,68.56,Clayey,Pulses,34,3,2,17-17-17,"Rabi, Kharif"
26.23,46.01,35.38,Sandy,Wheat,13,0,36,14-35-14,Rabi
27.54,57.8,49.7,Red,Wheat,27,0,24,14-35-14,Rabi
30.96,61.45,35.37,Clayey,Cotton,4,23,16,Urea,Kharif
30.12,58.37,64.67,Sandy,Pulses,5,7,29,10-26-26,"Rabi, Kharif"
24.28,64.47,50.66,Black,Pulses,13,0,36,20-20,"Rabi, Kharif"
34.91,62.53,49.22,Clayey,Wheat,20,1,31,DAP,Rabi
26.46,63.95,63.21,Sandy,Maize,10,3,31,DAP,"Kharif, Rabi, Summer"
40.0,68.33,30.9,Red,Wheat,14,1,42,14-35-14,Rabi
29.23,54.78,49.49,Clayey,Cotton,22,0,15,10-26-26,Kharif
21.48,40.33,24.3,Black,Maize,13,12,7,DAP,"Kharif, Rabi, Summer"
30.88,57.35,42.86,Clayey,Maize,27,0,23,DAP,"Kharif, Rabi, Summer"
30.49,59.07,27.14,Loamy,Barley,16,0,11,14-35-14,"Rabi, Kharif, Zaid, Summer"
38.27,75.46,26.71,Red,Cotton,5,8,35,10-26-26,Kharif
27.49,55.27,67.27,Loamy,Barley,5,6,30,28-28,"Rabi, Kharif, Zaid, Summer"
32.66,65.59,24.12,Clayey,Maize,33,0,0,14-35-14,"Kharif, Rabi, Summer"
30.36,52.15,32.78,Black,Cotton,42,0,0,28-28,Kharif
26.55,58.11,35.01,Red,Barley,27,0,18,10-26-26,"Rabi, Kharif, Zaid, Summer"
30.89,47.99,44.37,Black,Wheat,23,3,20,14-35-14,Rabi
35.62,59.9,40.62,Black,Cotton,11,4,43,20-20,Kharif
29.53,61.71,30.58,Loamy,Cotton,23,2,18,28-28,Kharif
25.22,47.33,25.94,Sandy,Cotton,9,2,45,Urea,Kharif
27.47,54.96,42.17,Loamy,Wheat,25,4,26,20-20,Rabi
39.55,69.54,58.19,Loamy,Wheat,8,14,22,17-17-17,Rabi
31.18,62.75,47.87,Black,Wheat,24,0,19,10-26-26,Rabi
30.2,50.46,46.49,Clayey,Pulses,14,0,36,20-20,"Rabi, Kharif"
33.18,58.37,27.03,Clayey,Cotton,20,3,20,14-35-14,Kharif
29.51,60.72,49.86,Sandy,Maize,6,2,11,Urea,"Kharif, Rabi, Summer"
36.65,65.21,44.67,Loamy,Barley,12,0,14,28-28,"Rabi, Kharif, Zaid, Summer"
28.61,67.47,32.42,Clayey,Cotton,3,4,27,17-17-17,Kharif
34.02,52.63,32.14,Loamy,Barley,42,1,1,DAP,"Rabi, Kharif, Zaid, Summer"
30.95,63.54,47.11,Sandy,Pulses,31,4,0,28-28,"Rabi, Kharif"
29.95,54.6,57.41,Loamy,Maize,43,0,0,28-28,"Kharif, Rabi, Summer"
27.43,45.22,27.13,Sandy,Pulses,13,6,14,10-26-26,"Rabi, Kharif"
26.72,58.18,37.93,Loamy,Barley,42,0,0,28-28,"Rabi, Kharif, Zaid, Summer"
23.48,50.19,29.91,Clayey,Pulses,14,12,11,20-20,"Rabi, Kharif"
30.9,45.86,40.74,Sandy,Cotton,13,0,36,14-35-14,Kharif
24.52,49.32,48.19,Black,Pulses,23,4,15,14-35-14,"Rabi, Kharif"
31.16,56.43,43.16,Loamy,Barley,25,4,25,DAP,"Rabi, Kharif, Zaid, Summer"
32.63,62.91,55.52,Clayey,Maize,13,10,31,Urea,"Kharif, Rabi, Summer"
30.64,57.11,28.44,Black,Cotton,34,0,2,14-35-14,Kharif
39.82,76.99,27.78,Red,Wheat,12,4,38,28-28,Rabi
33.32,56.56,52.81,Red,Cotton,7,7,32,17-17-17,Kharif
26.42,62.53,32.01,Sandy,Wheat,14,0,42,28-28,Rabi
24.08,62.89,34.44,Black,Cotton,14,12,19,20-20,Kharif
26.76,56.88,39.03,Sandy,Wheat,14,0,16,Urea,Rabi
25.63,57.48,54.3,Red,Wheat,11,5,36,28-28,Rabi
26.29,43.92,34.22,Loamy,Cotton,22,2,23,17-17-17,Kharif
25.42,48.77,35.86,Red,Barley,31,0,4,10-26-26,"Rabi, Kharif, Zaid, Summer"
31.04,66.34,43.48,Red,Pulses,22,0,27,14-35-14,"Rabi, Kharif"
34.2,73.24,20.0,Clayey,Maize,11,9,30,14-35-14,"Kharif, Rabi, Summer"
25.03,48.11,40.57,Red,Barley,27,3,24,DAP,"Rabi, Kharif, Zaid, Summer"
38.27,63.88,33.14,Red,Cotton,24,0,17,DAP,Kharif
29.18,45.72,43.85,Black,Cotton,16,0,12,20-20,Kharif
28.28,43.5,35.37,Loamy,Maize,13,0,8,28-28,"Kharif, Rabi, Summer"
37.13,53.26,35.49,Black,Cotton,15,0,40,17-17-17,Kharif
30.86,67.34,54.97,Sandy,Maize,8,7,32,14-35-14,"Kharif, Rabi, Summer"
29.7,49.26,41.74,Clayey,Barley,9,8,16,28-28,"Rabi, Kharif, Zaid, Summer"
29.0,49.39,43.1,Black,Maize,25,4,23,20-20,"Kharif, Rabi, Summer"
27.9,50.42,39.03,Sandy,Barley,6,4,15,DAP,"Rabi, Kharif, Zaid, Summer"
26.22,64.73,37.01,Red,Wheat,4,0,16,DAP,Rabi
29.03,55.12,58.72,Black,Wheat,10,0,4,14-35-14,Rabi
33.31,65.26,39.74,Black,Pulses,6,4,39,17-17-17,"Rabi, Kharif"
31.29,60.71,20.0,Black,Maize,8,5,25,20-20,"Kharif, Rabi, Summer"
36.3,70.42,33.17,Clayey,Wheat,10,0,37,17-17-17,Rabi
34.48,65.7,36.95,Loamy,Maize,8,15,14,17-17-17,"Kharif, Rabi, Summer"
34.67,58.7,28.33,Sandy,Barley,11,0,18,Urea,"Rabi, Kharif, Zaid, Summer"
24.79,58.23,28.99,Red,Wheat,39,0,0,10-26-26,Rabi
25.49,51.92,39.46,Clayey,Barley,41,0,0,20-20,"Rabi, Kharif, Zaid, Summer"
31.07,64.86,38.05,Loamy,Wheat,17,0,26,20-20,Rabi
35.64,58.1,59.75,Loamy,Cotton,11,7,26,28-28,Kharif
25.01,65.74,69.58,Sandy,Cotton,14,0,33,10-26-26,Kharif
28.87,60.59,53.34,Clayey,Barley,10,3,13,28-28,"Rabi, Kharif, Zaid, Summer"
38.8,64.99,64.53,Loamy,Maize,17,3,41,28-28,"Kharif, Rabi, Summer"
33.25,71.64,34.87,Clayey,Wheat,23,2,19,Urea,Rabi
29.93,59.1,20.39,Sandy,Wheat,9,18,20,17-17-17,Rabi
30.43,60.58,58.52,Black,Barley,4,0,10,DAP,"Rabi, Kharif, Zaid, Summer"
32.92,70.05,54.36,Red,Barley,12,13,16,28-28,"Rabi, Kharif, Zaid, Summer"
29.39,55.08,28.55,Sandy,Cotton,9,20,22,10-26-26,Kharif
30.42,60.17,36.66,Clayey,Cotton,9,6,22,20-20,Kharif
27.41,56.92,32.34,Black,Wheat,20,0,18,Urea,Rabi
36.26,61.51,37.35,Loamy,Pulses,17,4,41,Urea,"Rabi, Kharif"
32.47,62.87,51.2,Loamy,Maize,17,0,32,17-17-17,"Kharif, Rabi, Summer"
37.27,71.63,41.84,Black,Wheat,14,4,37,17-17-17,Rabi
29.99,60.53,36.8,Loamy,Maize,8,4,9,10-26-26,"Kharif, Rabi, Summer"
32.59,60.71,42.68,Sandy,Wheat,4,13,24,20-20,Rabi
28.1,43.56,59.25,Black,Barley,13,16,19,28-28,"Rabi, Kharif, Zaid, Summer"
37.21,74.62,54.03,Red,Maize,5,20,20,20-20,"Kharif, Rabi, Summer"
28.21,62.05,41.51,Clayey,Cotton,20,4,13,10-26-26,Kharif
26.53,48.55,38.35,Clayey,Wheat,25,1,17,Urea,Rabi
25.12,52.88,28.43,Red,Pulses,11,12,15,Urea,"Rabi, Kharif"
29.21,49.47,38.79,Black,Barley,27,0,16,17-17-17,"Rabi, Kharif, Zaid, Summer"
29.68,55.95,57.79,Red,Cotton,23,0,20,10-26-26,Kharif
31.07,73.26,40.82,Sandy,Pulses,5,12,30,Urea,"Rabi, Kharif"
32.42,61.41,50.99,Loamy,Maize,22,0,27,20-20,"Kharif, Rabi, Summer"
31.6,59.09,53.55,Black,Maize,17,1,6,20-20,"Kharif, Rabi, Summer"
28.88,61.25,55.41,Red,Maize,18,0,37,28-28,"Kharif, Rabi, Summer"
24.05,63.35,53.76,Black,Maize,9,11,33,17-17-17,"Kharif, Rabi, Summer"
35.29,66.87,60.63,Sandy,Wheat,26,1,19,14-35-14,Rabi
34.71,60.96,64.7,Red,Pulses,18,2,41,Urea,"Rabi, Kharif"
23.98,44.87,26.59,Red,Cotton,10,0,7,DAP,Kharif
27.51,61.71,32.46,Clayey,Wheat,32,2,0,10-26-26,Rabi
25.06,57.65,23.39,Loamy,Maize,18,11,8,28-28,"Kharif, Rabi, Summer"
34.62,59.62,38.08,Loamy,Barley,12,2,37,10-26-26,"Rabi, Kharif, Zaid, Summer"
30.36,53.27,34.87,Clayey,Pulses,13,10,8,DAP,"Rabi, Kharif"
31.06,59.13,25.08,Sandy,Maize,38,0,4,17-17-17,"Kharif, Rabi, Summer"
29.46,52.15,55.43,Sandy,Maize,7,2,14,17-17-17,"Kharif, Rabi, Summer"
36.95,68.98,59.88,Red,Barley,42,0,0,Urea,"Rabi, Kharif, Zaid, Summer"
31.22,51.09,49.75,Red,Wheat,20,0,23,20-20,Rabi
26.85,55.82,64.93,Red,Pulses,12,0,12,28-28,"Rabi, Kharif"
27.57,59.56,44.62,Sandy,Barley,17,3,12,14-35-14,"Rabi, Kharif, Zaid, Summer"
32.19,46.35,37.41,Sandy,Pulses,13,2,33,DAP,"Rabi, Kharif"
33.41,68.66,38.82,Clayey,Wheat,24,3,25,DAP,Rabi
25.47,47.11,37.01,Clayey,Wheat,31,0,0,20-20,Rabi
29.51,49.94,37.36,Sandy,Wheat,17,0,14,20-20,Rabi
31.42,63.91,37.37,Black,Maize,12,1,40,28-28,"Kharif, Rabi, Summer"
37.45,68.76,43.94,Clayey,Maize,10,6,27,DAP,"Kharif, Rabi, Summer"
35.61,56.91,36.81,Sandy,Wheat,26,3,17,10-26-26,Rabi
25.53,66.09,52.38,Sandy,Barley,26,3,21,Urea,"Rabi, Kharif, Zaid, Summer"
31.27,51.8,65.63,Black,Pulses,37,3,0,14-35-14,"Rabi, Kharif"
26.52,47.97,33.66,Clayey,Barley,8,18,20,DAP,"Rabi, Kharif, Zaid, Summer"
28.9,59.58,29.63,Red,Cotton,24,3,25,20-20,Kharif
24.08,63.58,64.23,Sandy,Barley,14,4,10,20-20,"Rabi, Kharif, Zaid, Summer"
32.42,69.43,36.08,Clayey,Pulses,19,0,18,14-35-14,"Rabi, Kharif"
31.03,57.03,64.22,Black,Pulses,14,7,16,20-20,"Rabi, Kharif"
21.56,46.27,50.02,Red,Barley,14,10,13,17-17-17,"Rabi, Kharif, Zaid, Summer"
40.0,70.96,32.81,Red,Wheat,11,0,40,10-26-26,Rabi
31.8,57.24,24.0,Loamy,Maize,38,1,0,28-28,"Kharif, Rabi, Summer"
22.07,46.52,31.3,Sandy,Pulses,15,0,10,10-26-26,"Rabi, Kharif"
27.26,64.73,20.0,Loamy,Wheat,4,9,33,10-26-26,Rabi
39.7,77.68,34.34,Loamy,Cotton,6,0,36,20-20,Kharif
30.65,53.52,30.5,Black,Wheat,45,2,0,28-28,Rabi
27.5,62.57,26.79,Loamy,Cotton,15,4,40,20-20,Kharif
20.88,56.47,35.14,Loamy,Pulses,14,9,7,DAP,"Rabi, Kharif"
29.07,43.85,43.37,Sandy,Barley,20,0,19,DAP,"Rabi, Kharif, Zaid, Summer"
25.98,58.32,32.53,Black,Wheat,10,2,36,17-17-17,Rabi
28.08,60.76,31.53,Loamy,Wheat,13,0,40,28-28,Rabi
30.86,69.7,44.53,Black,Barley,15,0,12,14-35-14,"Rabi, Kharif, Zaid, Summer"
34.94,62.17,41.64,Clayey,Maize,39,0,0,17-17-17,"Kharif, Rabi, Summer"
38.47,62.64,70.0,Clayey,Cotton,22,2,18,14-35-14,Kharif
30.77,56.66,41.53,Red,Wheat,26,0,16,17-17-17,Rabi
20.13,47.52,24.87,Black,Pulses,19,13,15,DAP,"Rabi, Kharif"
38.44,55.47,52.25,Red,Maize,7,17,15,17-17-17,"Kharif, Rabi, Summer"
29.12,54.86,42.44,Loamy,Maize,24,4,15,28-28,"Kharif, Rabi, Summer"
28.32,57.91,50.54,Red,Maize,7,0,36,20-20,"Kharif, Rabi, Summer"
29.99,62.52,49.88,Black,Pulses,15,11,13,20-20,"Rabi, Kharif"
29.9,68.09,59.57,Loamy,Maize,26,0,17,10-26-26,"Kharif, Rabi, Summer"
35.66,75.53,32.79,Red,Cotton,7,4,34,17-17-17,Kharif
25.63,54.83,28.66,Red,Wheat,10,19,15,10-26-26,Rabi
21.2,52.42,32.81,Clayey,Barley,7,0,12,28-28,"Rabi, Kharif, Zaid, Summer"
29.25,61.4,40.97,Sandy,Pulses,4,0,10,DAP,"Rabi, Kharif"
33.1,74.93,42.35,Red,Maize,9,12,31,14-35-14,"Kharif, Rabi, Summer"
38.83,74.56,58.73,Black,Wheat,33,0,0,14-35-14,Rabi
29.39,46.86,25.84,Sandy,Pulses,31,0,0,10-26-26,"Rabi, Kharif"
27.34,44.53,56.06,Red,Barley,37,0,0,10-26-26,"Rabi, Kharif, Zaid, Summer"
39.71,58.79,49.81,Red,Maize,14,17,17,DAP,"Kharif, Rabi, Summer"
23.95,56.98,37.03,Clayey,Wheat,10,22,19,17-17-17,Rabi
33.37,66.5,35.42,Black,Pulses,8,3,9,14-35-14,"Rabi, Kharif"
26.0,53.96,57.52,Clayey,Cotton,8,7,33,17-17-17,Kharif
23.76,60.46,36.53,Sandy,Barley,20,4,18,DAP,"Rabi, Kharif, Zaid, Summer"
27.92,65.12,62.24,Clayey,Barley,13,0,14,14-35-14,"Rabi, Kharif, Zaid, Summer"
28.49,66.42,33.78,Sandy,Cotton,28,0,13,DAP,Kharif
25.4,48.06,45.63,Loamy,Wheat,6,4,30,Urea,Rabi
28.97,52.75,22.49,Red,Barley,21,0,19,14-35-14,"Rabi, Kharif, Zaid, Summer"
32.71,58.03,46.16,Clayey,Maize,24,2,19,14-35-14,"Kharif, Rabi, Summer"
20.82,46.55,35.51,Sandy,Cotton,28,0,21,DAP,Kharif
23.11,55.69,59.61,Sandy,Maize,9,2,18,10-26-26,"Kharif, Rabi, Summer"
36.87,63.49,43.02,Black,Pulses,16,17,13,14-35-14,"Rabi, Kharif"
34.63,66.78,45.11,Clayey,Maize,15,21,14,14-35-14,"Kharif, Rabi, Summer"
26.38,62.82,27.4,Loamy,Barley,11,19,18,Urea,"Rabi, Kharif, Zaid, Summer"
28.97,52.94,43.27,Clayey,Barley,6,8,17,28-28,"Rabi, Kharif, Zaid, Summer"
24.73,56.02,64.26,Clayey,Barley,8,17,14,28-28,"Rabi, Kharif, Zaid, Summer"
36.19,73.76,41.52,Clayey,Cotton,16,1,34,28-28,Kharif
30.81,55.65,36.46,Red,Wheat,15,0,34,10-26-26,Rabi
24.51,59.05,23.15,Clayey,Cotton,11,21,15,28-28,Kharif
32.61,67.03,58.43,Red,Barley,10,2,39,DAP,"Rabi, Kharif, Zaid, Summer"
35.54,65.54,44.63,Clayey,Barley,26,0,15,17-17-17,"Rabi, Kharif, Zaid, Summer"
34.36,73.45,40.11,Black,Pulses,8,19,15,28-28,"Rabi, Kharif"
36.42,76.31,27.13,Loamy,Maize,11,3,38,14-35-14,"Kharif, Rabi, Summer"
33.0,62.92,41.61,Black,Barley,10,0,10,20-20,"Rabi, Kharif, Zaid, Summer"
22.18,60.13,31.3,Black,Maize,14,0,12,Urea,"Kharif, Rabi, Summer"
24.52,56.28,56.79,Clayey,Barley,13,17,12,28-28,"Rabi, Kharif, Zaid, Summer"
22.02,60.75,52.93,Black,Barley,22,2,17,DAP,"Rabi, Kharif, Zaid, Summer"
22.64,48.24,38.55,Sandy,Maize,13,0,17,Urea,"Kharif, Rabi, Summer"
24.78,52.54,31.64,Black,Cotton,28,0,19,28-28,Kharif
27.02,69.59,26.75,Sandy,Wheat,3,8,26,28-28,Rabi
36.63,73.67,39.48,Clayey,Wheat,16,0,15,Urea,Rabi
31.36,65.7,21.95,Loamy,Wheat,11,1,38,28-28,Rabi
36.13,74.73,24.29,Black,Wheat,3,10,35,DAP,Rabi
30.14,51.19,20.2,Sandy,Pulses,13,5,29,17-17-17,"Rabi, Kharif"
33.62,72.93,27.1,Red,Maize,8,0,15,28-28,"Kharif, Rabi, Summer"
23.44,61.62,33.17,Clayey,Wheat,37,1,0,Urea,Rabi
40.0,63.42,58.35,Clayey,Maize,11,16,17,14-35-14,"Kharif, Rabi, Summer"
29.82,71.87,24.39,Red,Wheat,12,0,36,Urea,Rabi
34.31,57.72,46.52,Sandy,Maize,42,0,0,20-20,"Kharif, Rabi, Summer"
29.41,59.27,43.92,Loamy,Wheat,10,15,15,10-26-26,Rabi
21.78,46.74,29.02,Loamy,Barley,36,2,1,10-26-26,"Rabi, Kharif, Zaid, Summer"
34.96,55.78,24.64,Loamy,Maize,38,2,0,17-17-17,"Kharif, Rabi, Summer"
30.39,67.13,49.2,Sandy,Barley,25,0,17,14-35-14,"Rabi, Kharif, Zaid, Summer"
40.0,64.56,32.4,Loamy,Pulses,45,4,4,17-17-17,"Rabi, Kharif"
29.55,59.06,46.69,Red,Cotton,27,2,26,10-26-26,Kharif
36.27,67.64,67.95,Clayey,Wheat,28,3,20,DAP,Rabi
34.65,64.75,49.95,Sandy,Cotton,45,0,0,10-26-26,Kharif
34.7,67.73,39.02,Loamy,Wheat,16,0,15,DAP,Rabi
32.49,51.43,57.77,Sandy,Pulses,11,3,10,14-35-14,"Rabi, Kharif"
31.4,56.72,59.17,Black,Barley,2,9,29,DAP,"Rabi, Kharif, Zaid, Summer"
22.39,55.39,53.07,Loamy,Barley,11,0,17,10-26-26,"Rabi, Kharif, Zaid, Summer"
24.1,40.84,47.94,Clayey,Pulses,10,8,15,Urea,"Rabi, Kharif"
25.37,58.87,29.4,Loamy,Wheat,36,2,2,Urea,Rabi
22.46,61.78,36.74,Red,Cotton,14,3,38,14-35-14,Kharif
29.37,51.15,57.25,Loamy,Cotton,9,4,35,17-17-17,Kharif
32.76,64.78,54.27,Loamy,Maize,15,0,42,20-20,"Kharif, Rabi, Summer"
25.4,41.92,64.16,Clayey,Cotton,11,3,11,28-28,Kharif
28.76,53.09,41.85,Sandy,Cotton,37,0,0,14-35-14,Kharif
33.07,62.54,30.79,Loamy,Wheat,19,0,36,Urea,Rabi
31.51,53.32,48.71,Clayey,Pulses,37,0,0,20-20,"Rabi, Kharif"
29.42,67.16,30.27,Black,Pulses,37,1,2,Urea,"Rabi, Kharif"
28.03,64.04,30.17,Loamy,Maize,9,0,15,28-28,"Kharif, Rabi, Summer"
25.38,61.15,38.97,Clayey,Cotton,19,3,19,10-26-26,Kharif
32.99,56.52,62.76,Sandy,Wheat,10,0,36,Urea,Rabi
26.63,65.47,59.26,Red,Pulses,5,7,36,17-17-17,"Rabi, Kharif"
31.31,57.34,45.0,Loamy,Barley,18,1,41,20-20,"Rabi, Kharif, Zaid, Summer"
40.0,73.81,56.47,Red,Wheat,40,3,2,10-26-26,Rabi
23.12,63.07,41.38,Red,Wheat,42,0,0,28-28,Rabi
28.88,54.81,33.23,Loamy,Maize,4,14,22,DAP,"Kharif, Rabi, Summer"
33.41,62.74,23.04,Black,Wheat,35,3,3,20-20,Rabi
35.71,60.95,42.29,Loamy,Pulses,24,0,20,28-28,"Rabi, Kharif"
28.11,64.09,65.53,Sandy,Pulses,13,3,34,Urea,"Rabi, Kharif"
30.11,63.21,39.22,Red,Barley,13,0,11,17-17-17,"Rabi, Kharif, Zaid, Summer"
26.54,52.69,42.71,Loamy,Pulses,38,4,2,14-35-14,"Rabi, Kharif"
30.91,56.85,36.26,Loamy,Wheat,40,0,0,28-28,Rabi
33.15,70.41,44.83,Black,Cotton,13,2,6,17-17-17,Kharif
22.97,45.2,30.14,Red,Wheat,15,0,11,20-20,Rabi
24.98,52.39,50.79,Sandy,Wheat,18,1,18,14-35-14,Rabi
26.68,44.49,63.42,Loamy,Barley,9,0,8,17-17-17,"Rabi, Kharif, Zaid, Summer"
